country;designation;points;price;province;region_1;region_2;variety;winery;last_year_points
US;Wild Horse Peak Mountain Vineyards 4-Block Blend;85;28.0;California;Temecula;South Coast;Cabernet Sauvignon;South Coast;91
Chile;Castillo de Molina Reserva;85;12.0;Cachapoal Valley;;;Cabernet Sauvignon;San Pedro;83
Italy;Rapido White;85;12.0;Lombardy;Provincia di Pavia;;Pinot Grigio;Adria Vini;90
US;;85;24.0;California;Santa Cruz Mountains;Central Coast;Pinot Noir;Bargetto;94
Hungary;Cuvée Barrique;85;48.0;Villány;;;Bordeaux-style Red Blend;Bock;91
Chile;Los Vascos;85;12.0;Colchagua Valley;;;Chardonnay;Domaines Barons de Rothschild (Lafite);87
New Zealand;Roy's Hill;85;14.0;Hawke's Bay;;;Merlot;CJ Pask;88
Chile;;85;11.0;Central Valley;;;Cabernet Sauvignon;Espiritu de Chile;92
New Zealand;;85;16.0;Marlborough;;;Pinot Noir;Mana;88
US;;85;36.0;California;Mendocino;Mendocino/Lake Counties;Cabernet Sauvignon;Dogwood;85
Italy;;85;16.0;Northeastern Italy;Collio;;Pinot Grigio;Ronco Blanchis;98
US;Trompettes;85;65.0;California;Mount Veeder;Napa;Bordeaux-style Red Blend;Rubissow;81
Italy;;85;9.0;Northeastern Italy;Delle Venezie;;Pinot Grigio;Villa Pozzi;84
New Zealand;;85;10.0;Marlborough;;;Sauvignon Blanc;Monkey Bay;82
Australia;;85;28.0;Victoria;Bendigo;;Riesling;Lamont;89
Italy;;85;16.0;Northeastern Italy;Collio;;Sauvignon;Ronco Blanchis;100
US;La Maestra;85;50.0;California;St. Helena;Napa;Bordeaux-style Red Blend;Ruston;87
Chile;;85;11.0;Central Valley;;;Sauvignon Blanc;Espiritu de Chile;85
Chile;Estate Selection;85;11.0;Curicó Valley;;;Pinot Noir;Aresti;88
New Zealand;Arona;85;11.0;Marlborough;;;Sauvignon Blanc;Barker's Marque;95
New Zealand;;85;23.0;Marlborough;;;Pinot Noir;Konrad;98
US;Reserve;85;16.0;California;Lake County;Mendocino/Lake Counties;Merlot;Wildhurst;91
US;;85;14.0;California;Russian River Valley;Sonoma;Pinot Gris;Balletto;100
US;Pheasant Run Vineyard;85;36.0;Washington;Walla Walla Valley (WA);Columbia Valley;Cabernet Sauvignon;Basel Cellars;88
US;Bancroft Ranch Vineyard;85;75.0;California;Napa Valley;Napa;Merlot;Beringer;87
Argentina;Reserva;85;18.0;Mendoza Province;Maipú;;Cabernet Sauvignon;Luigi Bosca;89
US;;85;18.0;California;El Dorado;Sierra Foothills;Cabernet Sauvignon;Madroña;81
Chile;Hacienda Araucano;85;11.0;Colchagua Valley;;;Carmenère;J. & F. Lurton;97
Chile;San Carlos Single Vineyard;91;25.0;Colchagua Valley;;;Malbec;Viu Manent;81
Slovenia;Duet Lex;91;75.0;Goriska Brda;;;Bordeaux-style Red Blend;Edi Simcic;93
Chile;Gold Syrah-Cabernet Sauvignon-Merlot-Malbec;91;24.0;Colchagua Valley;;;Red Blend;Estampa;100
France;Grand Cru Avize Blanc de Blancs Brut;91;;Champagne;Champagne;;Chardonnay;Franck Bonville;95
France;Brama;91;42.0;Languedoc-Roussillon;Minervois La Liviniere;;Grenache Gris;Château Maris;99
Italy;Amandorlato;91;55.0;Veneto;Recioto della Valpolicella Classico;;Corvina, Rondinella, Molinara;Corteforte;84
France;Ivoire et Ebène Brut;91;65.0;Champagne;Champagne;;Champagne Blend;Aubry;98
Italy;Satèn Argens;91;36.0;Lombardy;Franciacorta;;Chardonnay;La Montina;90
Italy;Satèn Millesimato;91;45.0;Lombardy;Franciacorta;;Chardonnay;Le Marchesine;87
Italy;;91;85.0;Northeastern Italy;Colli Orientali del Friuli;;Picolit;Meroi;93
US;Reserve;91;25.0;California;Los Carneros;Napa-Sonoma;Chardonnay;Martin Ray;96
US;Estate Bottled;91;60.0;California;Santa Cruz Mountains;Central Coast;Pinot Noir;Mount Eden;92
Portugal;Telhas;91;30.0;Alentejano;;;Portuguese Red;Terra d'Alter;89
US;Belloni;91;35.0;California;Russian River Valley;Sonoma;Zinfandel;Ravenswood;81
US;Brut;91;23.0;California;Anderson Valley;Mendocino/Lake Counties;Sparkling Blend;Roederer Estate;92
US;;91;70.0;California;Calistoga;Napa;Cabernet Sauvignon;Joseph Cellars;98
Portugal;Passagem;91;;Douro;;;Portuguese Red;Quinta das Bandeiras;92
France;Le Nombre d'Or Sablé Blanc de Blancs Brut;91;82.0;Champagne;Champagne;;Champagne Blend;Aubry;95
Italy;Clemente VII Riserva;91;30.0;Tuscany;Vin Santo del Chianti Classico;;White Blend;Castelli del Grevepesa;96
US;Spiral 36;91;28.0;Oregon;Applegate Valley;Southern Oregon;Rhône-style White Blend;Cowhorn;98
Italy;DUBL Brut Greco;91;43.0;Southern Italy;Campania;;Greco;Feudi di San Gregorio;90
Chile;Kai;91;155.0;Aconcagua Valley;;;Carmenère;Errazuriz;80
US;Estate Grown;91;32.0;California;Carneros;Napa-Sonoma;Chardonnay;Etude;85
France;Zéro Dosage Brut Nature ;91;49.0;Champagne;Champagne;;Pinot Noir;Drappier;99
US;Old Vines;91;35.0;California;Napa Valley;Napa;Zinfandel;Macauley;81
Chile;Hacedor de Mundos Old Vines;91;45.0;Loncomilla Valley;;;Carignan;Gillmore;95
Portugal;Tapada do Fidalgo;91;11.0;Alentejano;;;Portuguese Red;Granadeiro;99
France;Grand Cru Blanc de Blancs Brut d'Aÿ;91;55.0;Champagne;Champagne;;Chardonnay;Gaston Chiquet;87
Italy;Caratello;91;50.0;Tuscany;Vin Santo del Chianti;;White Blend;Pietro Beconcini;87
Chile;Block G + I;91;50.0;Colchagua Valley;;;Syrah;Polkura;98
South Africa;DMZ;88;15.0;Western Cape;;;Chardonnay;DeMorgenzon;90
France;;88;15.0;Provence;Coteaux d'Aix-en-Provence;;Rosé;Domaine d'Eole;93
France;Pink Floyd;88;;Provence;Côtes de Provence;;Rosé;Château Miraval;90
France;Cuvée M Cru Classé;88;27.0;Provence;Côtes de Provence;;Rosé;Château Sainte Marguerite;91
France;Esclans;88;35.0;Provence;Côtes de Provence;;Rosé;Château d'Esclans;84
Italy;Neuvsent;88;;Piedmont;Barbera d'Asti Superiore Nizza;;Barbera;Cascina Garitina;84
Italy;;88;;Piedmont;Barbera d'Asti Superiore;;Barbera;Cascina Guido Berta;98
Chile;La Joya Reserve;88;13.0;Colchagua Valley;;;Cabernet Sauvignon;Viña Bisquertt;83
New Zealand;;88;15.0;Martinborough;;;Sauvignon Blanc;Te Kairanga;82
Italy;;88;18.0;Piedmont;Barbera d'Asti;;Barbera;Tenute Cisa Asinari dei Marchesi di Gresy;83
Australia;;88;18.0;South Australia;Adelaide Hills;;Shiraz;Sidewood;100
Chile;Gran Crucero Limited Edition;88;27.0;Colchagua Valley;;;Red Blend;Siegel;90
Italy;Croere;88;21.0;Piedmont;Barbera d'Alba Superiore;;Barbera;Terre da Vino;98
Chile;Armador;88;12.0;Maipo Valley;;;Cabernet Sauvignon;Odfjell;90
Italy;;88;;Piedmont;Barbera del Monferrato Superiore;;Barbera;Olivetta;93
Chile;Anke Blend 1 Cabernet Franc-Petit Verdot;88;12.0;Maipo Valley;;;Bordeaux-style Red Blend;Santa Alicia;94
Australia;;88;13.0;South Australia;Limestone Coast;;Shiraz;Mt. Monster;88
Chile;Alpha;88;24.0;Colchagua Valley;;;Carmenère;Montes;91
New Zealand;Pioneer Block 19 Bird Block;88;24.0;Marlborough;;;Sauvignon Blanc;Saint Clair;87
Italy;Quass;88;28.0;Piedmont;Barbera d'Alba;;Barbera;Pecchenino;92
New Zealand;;88;25.0;Hawke's Bay;;;Sauvignon Blanc;Matariki;90
Italy;;88;18.0;Piedmont;Barbera d'Alba;;Barbera;Virna Borgogno;83
US;Reserve;88;22.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Waterbrook;95
Israel;Kosher;88;60.0;Judean Hills;;;Cabernet Sauvignon;Yatir;84
Italy;Rossana;87;25.0;Piedmont;Dolcetto d'Alba;;Dolcetto;Ceretto;92
Italy;;87;19.0;Piedmont;Dolcetto d'Alba;;Dolcetto;E. Pira e Figli (Chiara Boschis);86
US;Crane Ranch Vineyard Hillside Block;87;44.0;California;Napa Valley;Napa;Cabernet Sauvignon;Crane Brothers;91
New Zealand;;87;11.0;Marlborough;;;Sauvignon Blanc;Dashwood;97
France;Côté;87;16.0;Southwest France;Vin de Pays des Côtes de Gascogne;;Chardonnay-Sauvignon;Domaine du Tariquet;98
South Africa;DMZ;87;15.0;Stellenbosch;;;Shiraz;DeMorgenzon;84
US;Cool Climate;85;18.0;California;Sonoma Coast;Sonoma;Pinot Noir;Cline;88
US;;85;18.0;California;California;California Other;Cabernet Sauvignon;F.J. Serra;82
Portugal;Conde de Vimioso Colheita Seleccionada;85;9.0;Tejo;;;Rosé;Falua;88
France;Cuvée Sabine;85;15.0;Rhône Valley;Côtes du Rhône;;Rhône-style Red Blend;Domaine du Gros Pata;98
Portugal;Casa do Lago;85;8.0;Lisboa;;;Rosé;DFJ Vinhos;96
Portugal;Portada Winemaker's Selection;85;7.0;Lisboa;;;Rosé;DFJ Vinhos;99
Portugal;Portada Winemaker's Selection;85;7.0;Lisboa;;;Portuguese White;DFJ Vinhos;95
Portugal;Tinto;85;;Vinho Verde;;;Portuguese Red;Adega de Monção;84
US;;85;20.0;Oregon;Oregon;Oregon Other;Pinot Noir;A to Z;88
Italy;Pergola Rosso;85;17.0;Central Italy;Marche;;Red Blend;Angelini;91
US;;85;20.0;California;Rutherford;Napa;Sauvignon Blanc;Frog's Leap;93
US;;85;13.0;California;North Coast;North Coast;Petite Sirah;Fleur;97
US;Triumph;85;25.0;California;Napa Valley;Napa;Cabernet Sauvignon;Calistoga Cellars;99
Spain;Dama de Toro;85;11.0;Northern Spain;Toro;;Tempranillo;Bodegas Fariña;83
Italy;;85;15.0;Central Italy;Verdicchio di Matelica;;Verdicchio;Capestrano;81
US;Her Silhouette;85;22.0;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Amalie Robert;96
France;Villa La Vie en;85;10.0;France Other;Vin de France;;Negrette;Lionel Osmin & Cie;89
US;Mischief;85;10.0;California;California;California Other;Red Blend;Lost Angel;81
US;Bien Nacido Vineyard;85;38.0;California;Santa Maria Valley;Central Coast;Pinot Noir;Stephen Ross;96
Italy;;85;10.0;Tuscany;Chianti;;Red Blend;Straccali;84
US;Lot #10;85;23.0;California;Napa Valley;Napa;Cabernet Sauvignon;Tangley Oaks;99
US;;85;22.0;California;Napa Valley;Napa;Cabernet Sauvignon;Napa Cellars;99
Spain;Brut Rosé;85;10.0;Catalonia;Cava;;Sparkling Blend;Segura Viudas;100
US;Tondre's Grapefield;85;40.0;California;Santa Lucia Highlands;Central Coast;Pinot Noir;Sonnet;97
Italy;Poggio al Tufo;85;15.0;Tuscany;Maremma;;Vermentino;Tommasi;97
US;Reserve;85;85.0;California;Livermore Valley;Central Coast;Cabernet Sauvignon;Rigg Estate Vineyards;94
Italy;;85;10.0;Tuscany;Chianti;;Sangiovese;Piccini;83
Spain;Joven;85;11.0;Northern Spain;Ribera del Duero;;Tempranillo;Martín Berdugo;100
Portugal;Grande Escolha;85;18.0;Vinho Verde;;;Portuguese White;Quinta de Gomariz;82
Italy;Dal Tralcetto;85;17.0;Central Italy;Colline Pescaresi;;Pinot Grigio;Cantina Zaccagnini;84
Hungary;Grande Cuvée Brut;84;12.0;Hungary;;;Sparkling Blend;Törley;86
US;Kreck Family Vineyards;84;25.0;California;Sonoma County;Sonoma;Cabernet Sauvignon;Mill Creek;82
US;;84;16.0;California;Lake County;Mendocino/Lake Counties;Petite Sirah;Writer's Block;90
US;Quail Series;83;9.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Covey Run;84
US;Special Reserve;83;30.0;California;Russian River Valley;Sonoma;Chardonnay;Herzog;85
US;Brut Cuvée Chardonnay Champagne;83;10.0;California;California;California Other;Sparkling Blend;Barefoot Bubbly;84
Italy;;83;17.0;Piedmont;Langhe;;Arneis;Cascina Bongiovanni;83
Argentina;;83;10.0;Mendoza Province;Mendoza;;Bonarda;Sur de los Andes;85
Hungary;Gála;83;10.0;Hungary;;;Sparkling Blend;Törley;83
US;;83;28.0;California;Carneros;Napa-Sonoma;Merlot;Truchard;94
US;White Hawk Vineyard;83;30.0;California;Santa Barbara County;Central Coast;Syrah;Parkmon;80
Argentina;;83;11.0;Other;San Juan;;Malbec;Mayu;81
Argentina;Saurus Extra Brut;83;10.0;Other;Neuquén;;Champagne Blend;Familia Schroeder;91
US;Crystal Valley Cellars The Zin;83;30.0;California;California;California Other;Zinfandel;Cosentino;90
Italy;;83;21.0;Piedmont;Roero Arneis;;Arneis;Valdinera;92
Chile;Brut;83;12.0;Cachapoal Valley;;;Chardonnay;Viña La Rosa;99
Moldova;Collection Semidry;83;12.0;Moldova;;;Champagne Blend;Cricova;84
Italy;Vignota;83;29.0;Piedmont;Barbera d'Alba;;Barbera;Conterno Fantino;100
US;;83;17.0;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Hoodsport;88
Argentina;;83;14.0;Mendoza Province;Mendoza;;Malbec;Medanos;100
US;;83;20.0;California;Santa Barbara County;Central Coast;Dolcetto;Mosby;94
New Zealand;;83;15.0;New Zealand;;;Sauvignon Blanc;Gunn Estate;88
US;Handley Vineyard;83;20.0;California;Dry Creek Valley;Sonoma;Chardonnay;Handley;83
Italy;San Luigi;83;18.0;Piedmont;Dolcetto di Dogliani;;Dolcetto;Pecchenino;92
Hungary;Charmant Rosé;83;10.0;Hungary;;;Sparkling Blend;Törley;93
US;;83;16.0;California;Lake County;Mendocino/Lake Counties;Roussanne;Writer's Block;97
Argentina;Ikella;83;15.0;Mendoza Province;Mendoza;;Malbec;Melipal;91
US;Chateau La Paws Côte du Bone Blanc;83;14.0;California;California;California Other;Red Blend;Rosenblum;92
US;Gran Spumante;83;8.0;California;California;California Other;Sparkling Blend;Ballatore;90
US;La Brisa;90;30.0;California;Sonoma Coast;Sonoma;Pinot Noir;Roessler;92
US;Estate Midnight Red Wine;90;30.0;Washington;Walla Walla Valley (WA);Columbia Valley;Red Blend;Watermill;83
South Africa;The Mint;90;45.0;Stellenbosch;;;Cabernet Sauvignon;Thelema;97
Italy;Roggio del Filare;90;53.0;Central Italy;Rosso Piceno Superiore;;Red Blend;Velenosi;96
Italy;Aurente;90;42.0;Central Italy;Umbria;;Chardonnay;Lungarotti;83
Italy;Nero di Vite;90;68.0;Central Italy;Rosso Piceno;;Red Blend;Le Caniette;85
South Africa;;90;18.0;Groenekloof;;;Sauvignon;Neil Ellis;87
Italy;;90;20.0;Central Italy;Montefalco Rosso;;Red Blend;Perticaia;84
South Africa;;90;14.0;Coastal Region;;;Shiraz;Brampton;84
Italy;Selezione Antonio Chiorri;90;30.0;Central Italy;Umbria;;Merlot;Chiorri;87
New Zealand;;90;29.0;Marlborough;;;Chardonnay;Cloudy Bay;86
Australia;;90;45.0;Western Australia;Margaret River;;Cabernet Sauvignon;Cape Mentelle;94
Australia;;90;25.0;Victoria;Victoria;;Shiraz-Viognier;Domaine Terlato & Chapoutier;85
US;Sacrashe Vineyard;90;100.0;California;Rutherford;Napa;Cabernet Sauvignon;Delectus;88
Italy;Marzieno;90;41.0;Central Italy;Romagna;;Sangiovese;Fattoria Zerbina;96
Italy;Norace;90;;Sicily & Sardinia;Isola dei Nuraghi;;Red Blend;Feudi della Medusa;86
Italy;Norace;90;;Sicily & Sardinia;Isola dei Nuraghi;;Red Blend;Feudi della Medusa;86
Italy;Pruno Riserva;90;40.0;Central Italy;Sangiovese di Romagna Superiore;;Sangiovese;Drei Donà Tenuta La Palazza;97
France;;90;;Loire Valley;Savennières-Roche-Aux-Moines;;Chenin Blanc;Domaine aux Moines;94
France;Le Sec de Juchepie Les Monts;90;22.0;Loire Valley;Anjou;;Chenin Blanc;Domaine de Juchepie;84
France;Génération XIX;90;194.0;Loire Valley;Sancerre;;Pinot Noir;Alphonse Mellot;84
US;Memento Estate;90;110.0;California;Napa Valley;Napa;Cabernet Sauvignon;Frazier;85
New Zealand;Shelter Belt;90;24.0;Marlborough;;;Chardonnay;Jackson Estate;85
US;En Chamberlin El Jefe Red;90;60.0;Washington;Walla Walla Valley (WA);Columbia Valley;Red Blend;K Vintners;83
Chile;Reserva Especial Cabernet Sauvignon-Carménère-Syrah;90;23.0;Limarí Valley;;;Red Blend;Tamaya;97
US;;90;24.0;Washington;Walla Walla Valley (WA);Columbia Valley;Syrah;Watermill;81
Italy;Marchese di Villamarina;90;75.0;Sicily & Sardinia;Alghero;;Cabernet Sauvignon;Sella & Mosca;81
US;;90;14.0;Washington;Columbia Valley (WA);Columbia Valley;Riesling;Seven Hills;98
US;;90;30.0;Washington;Columbia Valley (WA);Columbia Valley;Roussanne-Viognier;Tranche;87
France;La Grande Cuvée;87;;Bordeaux;Bordeaux Blanc;;Bordeaux-style White Blend;Dourthe;86
Italy;Cuvée Prestige;87;;Lombardy;Franciacorta;;Sparkling Blend;Ca' del Bosco;85
Italy;Brut Leniter in Itinere Capo 3;87;;Veneto;Veneto;;Sparkling Blend;Foss Marai;93
Australia;;87;25.0;Western Australia;Margaret River;;Chardonnay;Hay Shed Hill;88
US;Duarte-Georgetown Vineyard;87;25.0;California;Sierra Foothills;Sierra Foothills;Pinot Noir;Easton;95
France;;87;14.0;Bordeaux;Haut-Médoc;;Bordeaux-style Red Blend;Château la Tonnelle;93
France;;87;;Bordeaux;Graves;;Bordeaux-style White Blend;Château le Bonnat;99
New Zealand;;87;18.0;Marlborough;;;Pinot Noir;Dashwood;94
US;;87;25.0;Oregon;Eola-Amity Hills;Willamette Valley;Riesling;Argyle;89
US;Limited Release;87;40.0;California;Carneros;Napa-Sonoma;Chardonnay;Artesa;88
Australia;Consonance;87;29.0;South Australia;McLaren Vale;;Syrah-Cabernet;Coates;90
Germany;Casteller Schlossberg GG Trocken;87;61.0;Franken;;;Silvaner;Castell;100
Italy;Brut Rosé;87;17.0;Lombardy;Franciacorta;;Pinot Nero;Castelveder;81
Spain;Reserva;87;23.0;Northern Spain;Ribera del Duero;;Tempranillo;Condado de Oriza;92
US;Estate Grown;87;15.0;California;Napa Valley;Napa;Chenin Blanc;Ballentine;99
US;Jack's Cabin Vineyard;87;24.0;California;Rockpile;Sonoma;Zinfandel;Bella Vetta;84
US;Camouflage;87;38.0;California;Napa Valley;Napa;Red Blend;Madorom;81
France;Château la Couronne;87;24.0;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Mähler-Besse;99
US;;87;29.0;California;Russian River Valley;Sonoma;Chardonnay;In Re;96
Italy;Otreval Brut;87;18.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;La Tordera;85
Italy;Brut;87;12.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Le Manzane;95
Italy;Extra Dry;87;24.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Masottina;80
Spain;Reserva;87;25.0;Northern Spain;Ribera del Duero;;Tempranillo;Prado Rey;95
Australia;;87;13.0;Victoria;Victoria;;Sauvignon Blanc;Taltarni;89
US;Cacophony;87;14.0;California;Paso Robles;Central Coast;Zinfandel;Toad Hollow;98
Italy;Millesimato Extra Dry;87;19.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Glera;Val d'Oca;94
US;;87;36.0;California;Marin County;North Coast;Pinot Noir;Vergari;82
New Zealand;Private Bin;87;20.0;Marlborough;;;Pinot Noir;Villa Maria;99
Germany;Niersteiner Hipping Spätlese;87;19.0;Rheinhessen;;;Riesling;Weingut Georg Albrecht Schneider;91
Spain;Secreto;87;20.0;Northern Spain;Ribera del Duero;;Tempranillo;Viña Mayor;84
Italy;;87;;Tuscany;Chianti Classico;;Sangiovese;Fattoria La Ripa;87
US;Limited Release;87;15.0;California;Central Coast;Central Coast;Petite Sirah;Concannon;93
Italy;Riserva Vigna di Fontalle;87;;Tuscany;Chianti Classico;;Sangiovese;Machiavelli;97
US;Wightman House;87;60.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;MacPhail;81
US;;87;13.0;California;Monterey;Central Coast;Riesling;Maddalena;82
Italy;;87;;Tuscany;Vernaccia di San Gimignano;;Vernaccia;Le Fornaci;90
Italy;Riserva;87;;Tuscany;Vernaccia di San Gimignano;;Vernaccia;Mormoraia;86
New Zealand;;87;11.0;Marlborough;;;Sauvignon Blanc;Paua Rock;97
US;;87;18.0;California;Mendocino County;Mendocino/Lake Counties;Chardonnay;Paul Dolan;95
Australia;Reserve;87;15.0;Australia Other;South Eastern Australia;;Viognier;Tall Poppy;94
South Africa;;87;19.0;Swartland;;;Shiraz;Spice Route;84
US;;87;24.0;California;Paso Robles;Central Coast;Cabernet Sauvignon;San Simeon;84
Chile;Vertice Apalta Vineyards;87;40.0;Colchagua Valley;;;Red Blend;Ventisquero;100
US;;87;45.0;California;Sonoma Coast;Sonoma;Pinot Noir;MacPhail;88
Italy;Riserva La Selvanella;87;;Tuscany;Chianti Classico;;Sangiovese;Melini;82
US;;87;38.0;California;Santa Barbara County;Central Coast;Syrah;Nicholls;100
US;;87;21.0;California;Paso Robles;Central Coast;Chardonnay;Robert Hall;82
Chile;Winemaker Reserva;87;15.0;Bío Bío Valley;;;Pinot Noir;Porta;90
Italy;Riserva Cortevecchia;87;;Tuscany;Chianti Classico;;Sangiovese;Principe Corsini Fattoria Le Corti;94
US;Central Avenue Vineyard;87;21.0;California;Monterey County;Central Coast;Pinot Noir;Pessagno;82
New Zealand;;87;16.0;Marlborough;;;Sauvignon Blanc;Piko;96
US;Symphony 3;87;60.0;California;Napa Valley;Napa;Cabernet Sauvignon;Bourassa Vineyards;82
Italy;;87;;Tuscany;Chianti Classico;;Sangiovese;Castello di Querceto;86
Italy;Riserva Selvale;87;;Tuscany;Chianti Classico;;Sangiovese;Castello di Radda;93
US;;87;20.0;California;Santa Cruz Mountains;Central Coast;Chardonnay;Clos La Chance;87
Italy;I Macchioni;87;15.0;Tuscany;Vernaccia di San Gimignano;;Vernaccia;Casa alle Vacche;82
Italy;;87;23.0;Tuscany;Chianti Classico;;Sangiovese;Castellare di Castellina;93
Spain;Gaudium;90;64.0;Northern Spain;Rioja;;Tempranillo Blend;Marqués de Cáceres;87
Italy;Marcenasco;90;55.0;Piedmont;Barolo;;Nebbiolo;Renato Ratti;99
Italy;;90;21.0;Piedmont;Barbera d'Alba;;Barbera;Pio Cesare;96
Italy;Cannubi Boschis;90;;Piedmont;Barolo;;Nebbiolo;Virna Borgogno;90
Argentina;;90;14.0;Mendoza Province;Mendoza;;Malbec;Don Miguel Gascón;84
Spain;Selección Personal;90;36.0;Northern Spain;Rueda;;Verdejo;Emina;98
Italy;Cannubbio;90;;Piedmont;Barolo;;Nebbiolo;Francesco Rinaldi;87
France;Terre Originelle;90;20.0;Southwest France;Gaillac;;White Blend;Domaine des Terrisses;100
France;Prestige;90;25.0;Southwest France;Cahors;;Malbec;Château Haut-Monplaisir;93
US;Mesa Verde Vineyard;90;20.0;California;Santa Barbara County;Central Coast;Syrah;Brander;88
Australia;Yakka;90;25.0;South Australia;Adelaide Hills;;Shiraz;Longview;94
Australia;Parable;90;40.0;South Australia;McLaren Vale;;Shiraz;Kilikanoon;96
Italy;Velours;90;;Piedmont;Monferrato;;Red Blend;I Quaranta;87
France;Clos Triguedina;90;;Southwest France;Cahors;;Red Blend;Jean-Luc Baldès;94
Australia;The Aunts;90;23.0;New South Wales;Hunter Valley;;Shiraz;Meerea Park;100
US;Truchard Vineyard;90;24.0;California;Napa Valley;Napa;Zinfandel;Z-52;88
Australia;Hazard Hill;90;13.0;Western Australia;Western Australia;;Shiraz;Plantagenet;90
Australia;;90;27.0;South Australia;McLaren Vale;;Shiraz;Tapestry;87
US;;90;27.0;California;Napa Valley;Napa;Zinfandel;Titus;85
Spain;Crianza;90;35.0;Northern Spain;Ribera del Duero;;Tempranillo;Val Sotillo;98
Italy;;90;30.0;Piedmont;Barolo;;Nebbiolo;Veglio;98
US;Oehlman Vineyard;90;37.0;California;Russian River Valley;Sonoma;Pinot Noir;WesMar;96
US;S-bar;90;50.0;California;Edna Valley;Central Coast;Pinot Noir;Baileyana;81
Australia;;90;36.0;New South Wales;Hunter Valley;;Shiraz;Brokenwood;85
US;Barbed Oak Vineyard;90;30.0;California;Bennett Valley;Sonoma;Chardonnay;Bjornstad;96
Argentina;Treinta y Dos;90;150.0;Other;Río Negro Valley;;Pinot Noir;Bodega Chacra;87
Spain;Crianza;90;30.0;Northern Spain;Ribera del Duero;;Tempranillo;Finca Torremilanos;97
US;Meyer Vineyard;90;45.0;California;Napa Valley;Napa;Cabernet Sauvignon;Hestan;80
Australia;G.A.M.;90;55.0;South Australia;McLaren Vale;;Shiraz;Mitolo;90
US;Gopher Hill Block Peter's Vineyard;87;38.0;California;Sonoma Coast;Sonoma;Pinot Noir;Kokomo;94
Italy;I Perazzi;87;;Tuscany;Morellino di Scansano;;Sangiovese;La Mozza;97
Italy;;87;;Tuscany;Chianti Classico;;Sangiovese;La Porta di Vertine;97
New Zealand;;87;17.0;Marlborough;;;Pinot Noir;Mana;84
Italy;;87;;Tuscany;Chianti Classico;;Sangiovese;Le Miccine;98
Italy;;87;15.0;Tuscany;Chianti Classico;;Sangiovese;Straccali;87
Italy;Vigna Macereto Riserva;87;15.0;Tuscany;Chianti Rufina;;Sangiovese;Scopetani;97
US;;87;20.0;New York;Finger Lakes;Finger Lakes;Cabernet Franc;Shaw;96
US;;87;18.0;California;Sonoma County;Sonoma;Chardonnay;Simi;80
US;Estate Bottled;87;75.0;California;Napa;;Cabernet Sauvignon;Spring Mountain Vineyard;81
US;Salisbury Vineyard;87;36.0;California;San Luis Obispo County;Central Coast;Pinot Noir;Ortman Family;89
US;;87;15.0;California;Russian River Valley;Sonoma;Chardonnay;Ministry of the Vinterior;99
New Zealand;;87;20.0;Canterbury;;;Sauvignon Blanc;Mt. Beautiful;96
Italy;Tenuta Santedame;87;19.0;Tuscany;Chianti Classico;;Sangiovese;Ruffino;89
Italy;;87;16.0;Tuscany;Morellino di Scansano;;Sangiovese;Poggio Morino;88
Italy;;87;19.0;Tuscany;Rosso di Montepulciano;;Sangiovese;Poliziano;93
US;;87;27.0;California;Napa Valley;Napa;Cabernet Sauvignon;X;85
US;Grand Vin;87;40.0;New York;North Fork of Long Island;Long Island;Cabernet Franc;Waters Crest;87
US;Valenti Vineyard;87;36.0;California;Mendocino Ridge;Mendocino/Lake Counties;Pinot Noir;Drew;99
US;Morning Dew Vineyard;87;47.0;California;Anderson Valley;Mendocino/Lake Counties;Pinot Noir;Drew;85
US;Dry;87;18.0;New York;Finger Lakes;Finger Lakes;Riesling;Glenora;93
US;;87;15.0;New York;Finger Lakes;Finger Lakes;Sauvignon Blanc;Hazlitt 1852 Vineyards;97
France;;87;17.0;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château Lacombe Noaillac;96
France;;87;20.0;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château Ramafort;97
France;;87;;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château de Fonbel;80
US;Gary's Improv;87;28.0;California;Napa Valley;Napa;Zinfandel;Clif Family;95
US;Hillside Estate;87;36.0;California;Dry Creek Valley;Sonoma;Petite Sirah;Collier Falls;99
US;;87;32.0;California;Dry Creek Valley;Sonoma;Primitivo;Collier Falls;87
Chile;Tierra De Chile;85;19.0;Aconcagua Valley;;;Cabernet Blend;Kirkland Signature;82
US;;85;23.0;California;Sonoma-Napa;Napa-Sonoma;Chardonnay;Ghost Pines;80
US;;85;24.0;California;Amador County;Sierra Foothills;Viognier;Domaine de la Terre Rouge;93
